id,Indicativo,HoraDespegue,RutaSACTA,TipoAeronave,Estela,ProcDesp,PistaDesp
703,PGT16WE,02/05/2023 12:55:10,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A21N,Media,DIPES1Q,LEBL-24L
704,RYR43VV,02/05/2023 12:56:35,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B738,Media,DIPES1Q,LEBL-24L
705,VLG1VH,02/05/2023 12:57:46,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS F33PA POS BAVUM OBUMU FA24LP TH24LP,A320,Media,LARPA5Q,LEBL-24L
706,VLG812Z,02/05/2023 13:00:37,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT DCT 3951N00001E 000(SOPET) 029(VLC) VILNA DCT IF10AL DCT FA10AL DCT TH10AL DCT,A320,Media,LOTOS5Q,LEBL-24L
707,LGL92PE,02/05/2023 13:05:23,SC24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,DH8D,Media,LEBL1W,LEBL-24L
708,VLG22GA,02/05/2023 13:07:54,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA 004(BL804) 015(BL807) 4044N00138E 014(BL808) 017(LOTOS) 024(TORDU) 021(DIKUT) 014(SOPET) VLC SERRA ASTRO POBOS XEBAR YES BLN MAR 23MAR ARSAS IF20JR FA20JR TH20JR,A320,Media,-,LEBL-24L
709,RYR6MD,02/05/2023 13:09:55,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,B738,Media,DALIN4Q,LEBL-24L
710,RYR46QL,02/05/2023 13:18:24,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,B38M,Media,NATPI2Q,LEBL-24L
711,TAP47MM,02/05/2023 13:19:50,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA DCT BL804 DCT BL806 DCT BL836 019(SENIA) 4052N00043E 015(DORMI) 014(CRETA) NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD NATPA MELON CCS **,E190,Media,-,LEBL-24L
712,SWR95B,02/05/2023 13:21:36,DR24LB F34BL BL800 BL805 BL812 DALIN DCT PIVUS DCT DIBER **,A321,Media,DALIN4Q,LEBL-24L
713,BAW475,02/05/2023 13:25:32,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
714,VLG5ET,02/05/2023 13:27:43,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA DCT BL804 DCT BL806 DCT BL836 DCT 4056N00059E 011(SENIA) 015(DORMI) 014(CRETA) NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD BARDI **,A320,Media,-,LEBL-24L
715,LOT3FB,02/05/2023 13:29:44,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,B38M,Media,AGENA5Q,LEBL-24L
716,VLG4UE,02/05/2023 13:31:10,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV CALCE SNR 08SNR IF11XJ FA11XJ TH11XJ,A320,Media,GRAUS5Q,LEBL-24L
717,VLG7LD,02/05/2023 13:32:45,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
718,TSC261,02/05/2023 13:33:56,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT BERUX **,A21N,Media,LOBAR6Q,LEBL-24L
719,CFE3290,02/05/2023 13:34:57,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,E190,Media,NATPI2Q,LEBL-24L
720,ICC02A,02/05/2023 13:38:13,DCT 4048N00106E/H1530 IFR DCT 4048N00107E 010(VIBOK) 004(BL461) TAQOH RAVAX RULOS BL444 BL440 BL436 BL432 BL428 BL423 BL419 BL415 TEBLA FA24RB TH24RB,BE20,Ligera,-,LEBL-24R
721,VLG6MY,02/05/2023 13:41:50,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
722,AFR31DH,02/05/2023 13:43:20,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
723,UAE256,02/05/2023 13:44:41,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B77L,Pesada,DIPES1Q,LEBL-24L
724,S5BBG,02/05/2023 13:47:52,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO DCT 4016N00216E 001(LISAS) 024(IB810) 010(ADX) 033(NEGRE) 013(OLPAM) TUTOT DCT IB911 DCT IB912 DCT IB913 DCT IB930 DCT DEMEV DCT TIVOM DCT OSNUK DCT FA06IB DCT TH06IB DCT,C550,Ligera,LARPA5Q,LEBL-24L
725,BEL74C,02/05/2023 13:49:03,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
726,VLG6UR,02/05/2023 13:51:04,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A321,Media,AGENA5Q,LEBL-24L
727,VLG6CK,02/05/2023 13:52:14,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
728,VLG4ML,02/05/2023 13:53:55,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV 13BLV IF12BB FA12BB TH12BB,A320,Media,GRAUS5Q,LEBL-24L
729,VLG2GR,02/05/2023 13:55:51,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS DCT TORDU DCT DIKUT DCT SOPET DCT VLC DCT SERRA DCT ASTRO DCT POBOS DCT XEBAR DCT YES BLN CDB BETIX ZL002 TENDU IF09ZL FA09ZL TH09ZL,A20N,Media,LOTOS5Q,LEBL-24L
730,ICE597,02/05/2023 13:57:22,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS DCT POSSY DCT MARIO DCT SURCO XOMBO RONNY RONKO GOSVI TURPU DCT PPN DCT MALOB DCT CEGAM DCT BLV DOSUL XORNA DELOG **,B38M,Media,GRAUS5Q,LEBL-24L
731,RYR9YQ,02/05/2023 14:01:24,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,B738,Media,NATPI2Q,LEBL-24L
732,RYR7UL,02/05/2023 14:02:59,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B738,Media,DIPES1Q,LEBL-24L
733,WZZ11LU,02/05/2023 14:06:56,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A320,Media,AGENA5Q,LEBL-24L
734,VLG7886,02/05/2023 14:09:22,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA PIMOS GALTO **,A320,Media,LOTOS5Q,LEBL-24L
735,VLG71QB,02/05/2023 14:10:42,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A319,Media,AGENA5Q,LEBL-24L
736,RYR5TB,02/05/2023 14:19:00,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,B738,Media,AGENA5Q,LEBL-24L
737,DLH33A,02/05/2023 14:20:41,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A321,Media,DALIN4Q,LEBL-24L
738,VLG5GU,02/05/2023 14:27:23,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS GDA 06GDA IF09GR FA09GR TH09GR,A320,Media,LOTOS5Q,LEBL-24L
739,KLJ7807,02/05/2023 14:29:34,DCT DR24LB DCT F34BL DCT BL800 008(BL805) 008(BL812) 4107N00228E DCT DALIN PIVUS DIBER **,B735,Media,-,LEBL-24L
740,VLG344W,02/05/2023 14:31:04,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
741,NSZ5512,02/05/2023 14:32:45,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,B738,Media,DALIN4Q,LEBL-24L
742,RYR46QT,02/05/2023 14:34:15,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD NATPA MELON CCS **,B738,Media,SENIA5Q,LEBL-24L
743,QTR38P,02/05/2023 14:35:36,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B788,Pesada,DIPES1Q,LEBL-24L
744,VLG87RX,02/05/2023 14:38:07,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN DISKO UNSOL ZANKO ZMR DESAT DCT FORNO XEBIK STG 10STG IF17ST FA17ST TH17ST,A320,Media,SENIA5Q,LEBL-24L
745,EJU93BF,02/05/2023 14:39:52,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A319,Media,DALIN4Q,LEBL-24L
746,VLG8GG,02/05/2023 14:41:13,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN DITOP SSN YESYO SO500 SO10E SO06E TH22SO,A319,Media,GRAUS5Q,LEBL-24L
747,SVA228,02/05/2023 14:42:39,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B789,Pesada,DIPES1Q,LEBL-24L
748,ORO1021,02/05/2023 14:47:56,DCT DR24LB DCT F34BL 004(BL800) 4111N00206E 004(NITBA) 006(BL809) 013(BL810) 034(DUNES) SARGO 15MHN6 TETIS F06MH BALIO IF01MH FA01MH TH01MH,C510,Ligera,-,LEBL-24L
749,VLG46YD,02/05/2023 14:49:06,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV CALCE SNR OBETO RONSI LASKU AMAKA XIDRA LASIT KUTIX TUXAL IF11AS FA11AS TH11AS,A320,Media,GRAUS5Q,LEBL-24L
750,VLG3NY,02/05/2023 14:50:37,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A320,Media,SENIA5Q,LEBL-24L
751,WMT925,02/05/2023 14:51:58,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
752,RYR6FX,02/05/2023 14:53:28,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,B738,Media,AGENA5Q,LEBL-24L
753,VLG6AW,02/05/2023 14:56:25,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS F33PA POS BAVUM OBUMU FA24LP TH24LP,A320,Media,LARPA5Q,LEBL-24L
754,VLG3XE,02/05/2023 14:58:56,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
755,VLG43FJ,02/05/2023 15:04:08,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
756,RYR1BE,02/05/2023 15:05:28,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV CALCE SNR 08SNR IF11XJ FA11XJ TH11XJ,B738,Media,GRAUS5Q,LEBL-24L
757,RYR281V,02/05/2023 15:06:39,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN DISKO UNSOL ZANKO ZMR DESAT DCT BARKO VX450 PIVON VX10N VX06N TH19VX,B738,Media,SENIA5Q,LEBL-24L
758,VLG1AL,02/05/2023 15:08:30,DR24LB F34BL BL800 NITBA BL809 BL810 DUNES SARGO 15MHN6 TETIS F06MH BALIO IF01MH FA01MH TH01MH,A320,Media,DUNES5Q,LEBL-24L
759,ANE14MZ,02/05/2023 15:10:05,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET F09VC F10VC OPERA IF12VC FA12VC TH12VC,CRJX,Media,LOTOS5Q,LEBL-24L
760,ITY079,02/05/2023 15:12:16,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
761,IBE30ME,02/05/2023 15:13:42,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A320,Media,SENIA5Q,LEBL-24L
762,RYR7HV,02/05/2023 15:15:07,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,B738,Media,NATPI2Q,LEBL-24L
763,VLG53PP,02/05/2023 15:16:28,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV 13BLV IF12BB FA12BB TH12BB,A320,Media,GRAUS5Q,LEBL-24L
764,EZY53LY,02/05/2023 15:18:59,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A319,Media,NATPI2Q,LEBL-24L
765,VLG9FT,02/05/2023 15:20:25,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A20N,Media,DIPES1Q,LEBL-24L
766,KLM88T,02/05/2023 15:21:55,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,B738,Media,OLOXO1Q,LEBL-24L
767,VLG2QL,02/05/2023 15:26:27,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A319,Media,DIPES1Q,LEBL-24L
768,BAW407B,02/05/2023 15:27:47,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
769,VLG7ZP,02/05/2023 15:30:23,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA DCT BL804 DCT BL807 DCT 4056N00124E 012(BL808) 017(LOTOS) 4024N00045E DCT 4020N00040E/N0451F350 005(TORDU) 022(DIKUT) 015(SOPET) 030(VLC) 021(SERRA) ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA BRIKE VJF TAVSI RUNAX **,A321,Media,-,LEBL-24L
770,DLH12N,02/05/2023 15:31:39,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A333,Pesada,DALIN4Q,LEBL-24L
771,VLG96SC,02/05/2023 15:34:35,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A20N,Media,OLOXO1Q,LEBL-24L
772,VLG228G,02/05/2023 15:35:46,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A20N,Media,DIPES1Q,LEBL-24L
773,VLG5QR,02/05/2023 15:37:16,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS IB810 ADX NEGRE OLPAM TUTOT IB911 IB912 IB913 IB930 DEMEV TIVOM OSNUK FA06IB TH06IB,A320,Media,LARPA5Q,LEBL-24L
774,RYR3YH,02/05/2023 15:42:44,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,B738,Media,DALIN4Q,LEBL-24L
775,VLG898P,02/05/2023 15:48:46,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA DCT BL804 DCT BL807 DCT BL808 DCT 4046N00103E 012(LOTOS) 025(TORDU) 021(DIKUT) 014(SOPET) 029(VLC) 021(SERRA) ASTRO DCT POBOS DCT XEBAR DCT YES BLN CDB BETIX ZL002 TENDU IF09ZL FA09ZL TH09ZL,A320,Media,-,LEBL-24L
776,RYR55BR,02/05/2023 15:50:37,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA DCT BL804 DCT BL807 DCT BL808 DCT 4042N00103E 009(LOTOS) 4018N00032E DCT 4006N00019E 005(DIKUT) 014(SOPET) 031(VLC) 028(BEGOX) 022(NARGO) RESTU DOSEK AMR BOLKA GONZA BERUM **,B738,Media,-,LEBL-24L
777,VLG4QY,02/05/2023 15:57:14,DCT DR24LB DCT F34BL DCT BL800 DCT NITBA DCT BL804 DCT BL807 DCT BL808 DCT 4034N00100E/N0447F350 000(LOTOS) 025(TORDU) 022(DIKUT) 015(SOPET) 030(VLC) 021(SERRA) ASTRO DCT POBOS DCT XEBAR DCT YES DCT MAMIS DCT BAZAS DCT VIBAS DCT MGA DCT PIMOS GALTO **,A321,Media,-,LEBL-24L
778,VLG8FZ,02/05/2023 16:02:21,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A320,Media,DALIN4Q,LEBL-24L
779,RYR16HM,02/05/2023 16:05:42,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS DCT 4026N00051E/N0437F370 015(TORDU) 021(DIKUT) 015(SOPET) 030(VLC) 028(BEGOX) 022(NARGO) RESTU DOSEK AMR BOLKA GONZA BERUM **,B738,Media,LOTOS5Q,LEBL-24L
780,VLG21CW,02/05/2023 16:11:04,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A20N,Media,NATPI2Q,LEBL-24L
781,VLG5BQ,02/05/2023 16:12:40,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,A320,Media,AGENA5Q,LEBL-24L
782,TAP1037,02/05/2023 16:13:45,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DCT DORMI CRETA NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD NATPA MELON CCS **,E190,Media,SENIA5Q,LEBL-24L
783,VLG7AQ,02/05/2023 16:15:31,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DCT 4008N00027E 012(DIKUT) 015(SOPET) 030(VLC) 021(SERRA) ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS GDA TOLSU MAR NEPUR OMSAZ IF12MG FA12MG TH12MG,A320,Media,LOTOS5Q,LEBL-24L
784,VLG8KH,02/05/2023 16:17:01,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS F33PA POS BAVUM OBUMU FA24LP TH24LP,A20N,Media,LARPA5Q,LEBL-24L
785,VLG3KP,02/05/2023 16:18:27,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
786,IBE30LC,02/05/2023 16:19:47,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A320,Media,SENIA5Q,LEBL-24L
787,EJU17YE,02/05/2023 16:21:08,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A319,Media,OLOXO1Q,LEBL-24L
788,VLG29AE,02/05/2023 16:23:39,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A320,Media,DALIN4Q,LEBL-24L
789,VLG505P,02/05/2023 16:26:19,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
790,VLG36CX,02/05/2023 16:29:00,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A20N,Media,OLOXO1Q,LEBL-24L
